id;nazwa_wojewodztwa;kod_rynku;kod_branzy;liczba_pracownikow;zrodlo_rejestr;data_rejestracji;data_ostatnie_zamowienie;obecnosc_w_internecie;jakosc_strony_www;allegro;srednia_liczba_odslon;hurt;target_wartosc_sprzedazy
66802;mazowieckie;RDW;522;;CEIDG;2018-01-15;2018-02-23;ma stronê www;40;NIE;43;0;855
67217;dolnoœl¹skie;JGW;1387;1 osoba;CEIDG;2018-01-04;2018-03-19;ma stronê www;58;NIE;17;0;855
62489;kujawsko-pomorskie;BDW;848;;CEIDG;2000-09-01;2019-10-31;nie ma strony www;;NIE;;0;855
59239;ma³opolskie;KRW;1171;;CEIDG;2017-01-01;2018-09-24;ma stronê www;54;NIE;43;0;854
37635;wielkopolskie;POW;522;;CEIDG;2012-12-31;2019-12-03;ma stronê www;38;NIE;43;0;852
55051;³ódzkie;SRW;848;;CEIDG;2013-03-05;2019-10-28;ma stronê www;46;NIE;43;0;852
38267;œl¹skie;BBW;848;;CEIDG;2006-01-01;2020-10-23;e-commerce;70;NIE;43;0;851
80192;œl¹skie;GLW;848;;CEIDG;1984-06-22;2018-10-16;ma stronê www;47;NIE;43;0;851
3382;ma³opolskie;KRW;1574;21-50 osób;CEIDG;1990-08-01;2018-01-12;ma stronê www;44;NIE;43;0;850
20860;kujawsko-pomorskie;BDW;755;1 osoba;CEIDG;1995-08-01;2019-10-18;nie ma strony www;;NIE;;0;850
21067;lubelskie;LBW;755;2-5 osób;CEIDG;1998-02-01;2020-09-14;nie ma strony www;;NIE;;0;850
21558;lubelskie;CHW;526;6-10 osób;CEIDG;1993-11-05;2019-02-07;ma stronê www;41;NIE;43;0;850
25569;kujawsko-pomorskie;TOW;5;;CEIDG;2009-06-09;2018-05-11;ma stronê www;59;NIE;43;0;850
42;lubuskie;GWW;10001;6-10 osób;CEIDG;1984-03-27;2019-02-12;ma stronê www;37;NIE;43;0;850
15877;opolskie;OPW;755;6-10 osób;CEIDG;2004-04-30;2020-09-08;nie ma strony www;;NIE;;0;850
19898;wielkopolskie;KLW;437;1 osoba;CEIDG;2006-06-08;2020-10-08;nie ma strony www;;NIE;;0;850
20022;ma³opolskie;KRW;98;1 osoba;CEIDG;2005-09-02;2020-06-22;ma stronê www;64;NIE;17;0;850
20186;dolnoœl¹skie;LGW;755;6-10 osób;CEIDG;2005-04-25;2019-10-10;ma stronê www;70;NIE;43;0;850
26805;œl¹skie;TYW;98;6-10 osób;CEIDG;2006-02-01;2020-05-29;ma stronê www;68;NIE;43;1;850
26936;opolskie;OPW;98;6-10 osób;CEIDG;2008-06-03;2020-09-03;ma stronê www;66;NIE;43;0;850
32550;lubuskie;ZGW;1386;;CEIDG;2011-08-10;2018-02-02;nie ma strony www;;NIE;;0;850
32753;wielkopolskie;KNW;98;1 osoba;CEIDG;2005-04-18;2019-08-23;nie ma strony www;;NIE;;1;850
33295;mazowieckie;WAW;907;;CEIDG;2013-05-29;2020-09-02;nie ma strony www;;NIE;;0;850
37110;ma³opolskie;NSW;1574;2-5 osób;CEIDG;1998-08-07;2019-01-15;nie ma strony www;;NIE;;0;850
45402;mazowieckie;LNW;968;;CEIDG;2014-10-01;2018-01-30;ma stronê www;53;NIE;43;0;850
52281;³ódzkie;LDW;848;;CEIDG;2016-05-06;2019-01-17;nie ma strony www;;NIE;;0;850
52338;warmiñsko-mazurskie;MZW;652;;CEIDG;2016-06-01;2020-08-05;nie ma strony www;;NIE;;1;850
53098;warmiñsko-mazurskie;MZW;437;1 osoba;CEIDG;1992-12-01;2020-01-20;nie ma strony www;;NIE;;0;850
57648;warmiñsko-mazurskie;OLW;411;;CEIDG;2014-01-09;2019-03-29;nie ma strony www;;NIE;;0;850
57821;zachodniopomorskie;KSW;755;;CEIDG;2012-06-06;2020-04-27;ma stronê www;53;NIE;43;0;850
57873;œl¹skie;TYW;907;;CEIDG;2010-04-14;2018-09-24;nie ma strony www;;NIE;;0;850
57958;lubelskie;LBW;5;;CEIDG;2011-01-02;2020-05-18;ma stronê www;45;NIE;43;0;850
58090;dolnoœl¹skie;LGW;848;;CEIDG;2006-12-27;2018-09-25;nie ma strony www;;NIE;;0;850
63923;wielkopolskie;KNW;1386;;CEIDG;2017-08-10;2018-04-09;e-commerce;65;NIE;43;0;850
64316;ma³opolskie;KRW;526;;CEIDG;2017-09-26;2018-01-05;nie ma strony www;;NIE;;0;850
69405;kujawsko-pomorskie;BDW;1433;;KRS;2018-04-11;2018-09-10;ma stronê www;66;NIE;43;0;850
69482;warmiñsko-mazurskie;OLW;411;;CEIDG;2018-04-01;2018-05-23;nie ma strony www;;NIE;;0;850
69986;wielkopolskie;POW;1574;1 osoba;CEIDG;2018-04-16;2018-10-09;nie ma strony www;;NIE;;0;850
69999;lubuskie;GWW;1386;;CEIDG;2018-04-23;2018-05-08;nie ma strony www;;NIE;;0;850
77095;ma³opolskie;KRW;98;;CEIDG;2019-02-12;2018-04-05;e-commerce;41;NIE;43;0;850
38565;mazowieckie;WAW;5;;CEIDG;2009-03-03;2018-11-20;ma stronê www;39;NIE;43;0;850
44513;ma³opolskie;KRW;1574;;CEIDG;2014-02-01;2019-01-17;nie ma strony www;;NIE;;0;850
44849;wielkopolskie;LSW;526;;CEIDG;1998-09-10;2018-11-20;nie ma strony www;;NIE;;0;850
51881;mazowieckie;WAW;98;1 osoba;KRS;2016-03-23;2020-01-10;ma stronê www;39;NIE;17;0;850
52087;kujawsko-pomorskie;BDW;98;;CEIDG;2016-04-12;2018-02-22;ma stronê www;39;NIE;43;0;850
57004;mazowieckie;WAW;755;;CEIDG;2000-11-02;2018-07-31;e-commerce;49;NIE;43;0;850
2279;ma³opolskie;NSW;907;11-20 osób;CEIDG;1994-01-10;2019-06-25;nie ma strony www;;NIE;;0;850
2620;wielkopolskie;KLW;437;6-10 osób;CEIDG;2003-05-01;2018-04-11;ma stronê www;62;NIE;43;0;850
16889;³ódzkie;SKW;10001;6-10 osób;CEIDG;2004-09-14;2020-05-08;ma stronê www;46;NIE;43;0;850
27012;kujawsko-pomorskie;WLW;10001;2-5 osób;CEIDG;2002-10-01;2018-03-16;ma stronê www;39;NIE;43;0;850
27186;dolnoœl¹skie;WRW;1171;6-10 osób;KRS;2010-01-22;2020-01-16;e-commerce;45;NIE;43;0;850
27683;zachodniopomorskie;KSW;1387;2-5 osób;CEIDG;1992-02-01;2019-11-15;ma stronê www;51;NIE;43;0;850
39172;lubelskie;LBW;1171;;CEIDG;2013-05-02;2020-06-05;e-commerce;35;NIE;43;0;850
47842;œl¹skie;TYW;1387;;CEIDG;2015-10-01;2019-04-02;e-commerce;35;NIE;43;0;850
64857;ma³opolskie;KRW;1433;;CEIDG;2017-10-17;2018-02-02;ma stronê www;64;NIE;43;0;850
64982;pomorskie;SLW;848;1 osoba;CEIDG;2017-10-02;2018-02-13;nie ma strony www;;NIE;;0;850
65006;lubuskie;ZGW;968;;CEIDG;2017-10-25;2018-02-08;nie ma strony www;;NIE;;0;850
65406;kujawsko-pomorskie;BDW;1574;;CEIDG;2017-11-02;2018-06-12;nie ma strony www;;NIE;;0;850
71197;warmiñsko-mazurskie;MZW;1574;;CEIDG;2018-07-02;2018-07-20;nie ma strony www;;NIE;;0;850
71568;ma³opolskie;KRW;522;;CEIDG;2018-07-23;2018-12-03;nie ma strony www;;NIE;;0;850
71868;mazowieckie;LNW;1386;;CEIDG;2018-08-10;2018-08-16;nie ma strony www;;NIE;;1;850
71923;lubelskie;CHW;522;;CEIDG;2018-08-15;2020-01-17;ma stronê www;46;NIE;43;0;850
78192;wielkopolskie;KLW;1574;;CEIDG;2019-04-01;2020-04-17;nie ma strony www;;NIE;;0;850
5410;ma³opolskie;NSW;907;2-5 osób;CEIDG;1992-03-18;2020-01-28;ma stronê www;56;NIE;43;0;850
10397;ma³opolskie;NSW;848;101-250 osób;KRS;1999-01-01;2020-01-08;ma stronê www;51;NIE;850;0;850
28561;œwiêtokrzyskie;KIW;848;;CEIDG;1996-05-27;2019-03-08;e-commerce;40;NIE;43;0;850
28800;dolnoœl¹skie;WBW;1402;1 osoba;CEIDG;1998-12-02;2018-05-09;ma stronê www;62;NIE;17;0;850
40095;warmiñsko-mazurskie;OLW;411;;CEIDG;2012-07-09;2018-03-06;ma stronê www;47;NIE;43;0;850
40401;pomorskie;GDW;5;;CEIDG;2014-06-10;2020-07-21;ma stronê www;41;NIE;43;0;850
4194;dolnoœl¹skie;LGW;98;6-10 osób;CEIDG;1992-12-01;2018-08-21;ma stronê www;51;NIE;43;0;850
18164;dolnoœl¹skie;WRW;848;6-10 osób;CEIDG;1994-09-01;2018-01-10;ma stronê www;45;NIE;43;0;850
36332;mazowieckie;PLW;522;;CEIDG;2002-05-16;2020-09-15;ma stronê www;40;NIE;43;0;850
48005;mazowieckie;LNW;1386;;CEIDG;2015-08-03;2018-01-30;ma stronê www;56;NIE;43;0;850
60334;kujawsko-pomorskie;BDW;411;;CEIDG;2017-06-03;2018-05-28;ma stronê www;62;NIE;43;0;850
60605;lubuskie;ZGW;1574;1 osoba;CEIDG;2017-04-25;2018-04-26;nie ma strony www;;NIE;;1;850
72068;kujawsko-pomorskie;BDW;411;;CEIDG;2018-08-27;2018-09-28;nie ma strony www;;NIE;;0;850
83471;dolnoœl¹skie;WBW;98;;CEIDG;2020-10-02;2020-10-12;ma stronê www;44;NIE;43;0;850
1512;pomorskie;GDW;98;1 osoba;CEIDG;1991-12-01;2020-05-22;nie ma strony www;;NIE;;0;850
1658;pomorskie;GDW;98;101-250 osób;KRS;1989-01-01;2018-04-09;ma stronê www;56;NIE;850;0;850
11500;zachodniopomorskie;SZW;522;6-10 osób;CEIDG;1994-10-03;2018-01-31;ma stronê www;43;NIE;43;1;850
11555;podlaskie;LMW;5;1 osoba;CEIDG;1998-12-01;2020-09-01;ma stronê www;50;NIE;17;0;850
28869;kujawsko-pomorskie;WLW;652;2-5 osób;CEIDG;1999-05-01;2019-09-25;ma stronê www;42;NIE;43;0;850
34676;œl¹skie;KTW;652;21-50 osób;KRS;2008-04-09;2019-04-25;ma stronê www;39;NIE;43;0;850
4537;³ódzkie;LDW;1574;2-5 osób;CEIDG;1983-01-21;2019-07-02;ma stronê www;70;NIE;43;0;850
12402;wielkopolskie;KLW;437;2-5 osób;CEIDG;1995-04-21;2018-02-20;nie ma strony www;;NIE;;0;850
23833;œl¹skie;GLW;98;1 osoba;CEIDG;2006-12-29;2020-09-07;nie ma strony www;;NIE;;0;850
33925;mazowieckie;RDW;1386;;CEIDG;2011-04-19;2018-04-11;e-commerce;47;NIE;43;1;850
40581;mazowieckie;RDW;907;;CEIDG;2014-06-10;2020-10-16;ma stronê www;40;NIE;43;0;850
40625;œl¹skie;KTW;1386;;CEIDG;2014-07-29;2018-03-01;ma stronê www;61;NIE;43;0;850
7114;podkarpackie;KOW;848;101-250 osób;KRS;1992-03-31;2018-11-15;ma stronê www;45;NIE;850;0;850
8716;mazowieckie;WAW;98;51-100 osób;KRS;1972-12-01;2020-02-11;ma stronê www;44;NIE;43;0;850
12805;lubuskie;ZGW;848;2-5 osób;CEIDG;1998-01-15;2019-03-04;e-commerce;56;NIE;43;0;850
13314;œl¹skie;BBW;848;;CEIDG;2009-01-20;2019-11-29;ma stronê www;70;NIE;43;0;850
24679;³ódzkie;LDW;1402;2-5 osób;CEIDG;1985-11-18;2019-11-20;ma stronê www;48;NIE;43;0;850
31261;mazowieckie;WAW;1574;2-5 osób;CEIDG;2001-07-05;2018-02-28;ma stronê www;44;NIE;43;0;850
50139;pomorskie;GDW;1386;;CEIDG;1993-06-24;2020-03-11;ma stronê www;43;NIE;43;0;850
59617;œl¹skie;KTW;10001;;KRS;2010-09-01;2019-11-27;ma stronê www;52;NIE;43;0;850
70358;mazowieckie;WAW;1574;;CEIDG;2018-05-01;2018-05-23;nie ma strony www;;NIE;;0;850
36826;lubelskie;BPW;437;;CEIDG;2010-02-16;2019-03-21;ma stronê www;47;NIE;43;0;850
43356;podkarpackie;RZW;968;1 osoba;CEIDG;2015-04-01;2018-07-04;ma stronê www;59;NIE;17;0;850
43443;wielkopolskie;POW;1433;;CEIDG;2015-04-01;2019-03-05;ma stronê www;35;NIE;43;0;850
43971;œl¹skie;BBW;907;;CEIDG;2015-10-07;2020-10-14;ma stronê www;41;NIE;43;0;850
50905;opolskie;OPW;968;6-10 osób;CEIDG;2010-02-01;2020-01-16;ma stronê www;46;NIE;43;0;850
51106;wielkopolskie;PIW;5;1 osoba;CEIDG;2010-10-28;2018-01-24;ma stronê www;48;NIE;17;1;850
63122;warmiñsko-mazurskie;OLW;526;;CEIDG;2017-07-07;2018-04-26;nie ma strony www;;NIE;;0;850
41648;³ódzkie;PTW;848;;CEIDG;2002-09-01;2019-07-30;nie ma strony www;;NIE;;0;850
46895;pomorskie;GDW;522;;CEIDG;2013-12-16;2018-06-25;nie ma strony www;;NIE;;0;850
47474;œl¹skie;KTW;1402;;CEIDG;1984-09-12;2018-12-19;nie ma strony www;;NIE;;0;850
61857;mazowieckie;RDW;848;;CEIDG;2017-03-01;2018-09-03;nie ma strony www;;NIE;;0;850
46045;pomorskie;SLW;1402;;CEIDG;2012-01-04;2020-04-20;ma stronê www;48;NIE;43;0;850
46228;³ódzkie;PTW;98;;CEIDG;2014-12-01;2018-07-17;ma stronê www;45;NIE;43;0;850
46289;mazowieckie;WAW;411;;CEIDG;2014-11-05;2018-10-03;e-commerce;41;NIE;43;0;850
46473;lubelskie;BPW;522;;CEIDG;2014-03-31;2019-02-15;ma stronê www;50;NIE;43;0;850
53931;œl¹skie;BBW;522;;CEIDG;2015-11-10;2019-01-23;ma stronê www;40;NIE;43;0;850
58990;kujawsko-pomorskie;TOW;437;;CEIDG;2017-01-10;2020-05-14;nie ma strony www;;NIE;;0;850
35882;zachodniopomorskie;SZW;526;6-10 osób;CEIDG;2008-05-23;2020-04-24;nie ma strony www;;NIE;;0;850
42633;kujawsko-pomorskie;BDW;5;;CEIDG;2013-08-12;2018-01-12;ma stronê www;36;NIE;43;0;850
42736;dolnoœl¹skie;WRW;411;;CEIDG;2006-02-01;2019-07-23;ma stronê www;70;NIE;43;0;850
42760;kujawsko-pomorskie;BDW;1171;;CEIDG;2014-07-02;2020-08-17;ma stronê www;65;NIE;43;0;850
48632;lubelskie;LBW;1386;;CEIDG;2010-11-25;2018-06-18;ma stronê www;55;NIE;43;0;850
48835;lubelskie;BPW;1387;;CEIDG;2006-12-01;2018-09-10;nie ma strony www;;NIE;;0;850
49292;pomorskie;GDW;411;;CEIDG;2014-05-02;2018-02-06;ma stronê www;56;NIE;43;0;850
56628;pomorskie;GDW;1387;;CEIDG;2007-02-05;2018-01-17;ma stronê www;70;NIE;43;0;850
62184;warmiñsko-mazurskie;OLW;98;;CEIDG;2009-01-02;2018-02-01;ma stronê www;40;NIE;43;0;850
63880;mazowieckie;WAW;522;;CEIDG;2017-08-02;2018-08-01;nie ma strony www;;NIE;;0;850
67563;opolskie;OPW;1387;1 osoba;CEIDG;2018-02-14;2018-02-15;nie ma strony www;;NIE;;0;850
68273;warmiñsko-mazurskie;MZW;652;;CEIDG;2013-12-23;2019-01-21;ma stronê www;65;NIE;43;0;850
75658;wielkopolskie;KLW;652;;CEIDG;2019-01-03;2018-06-15;nie ma strony www;;NIE;;0;850
75825;mazowieckie;LNW;907;;CEIDG;2019-01-03;2020-01-08;nie ma strony www;;NIE;;1;850
81803;dolnoœl¹skie;JGW;437;;CEIDG;2020-01-27;2020-07-10;ma stronê www;53;NIE;43;0;850
66605;dolnoœl¹skie;LGW;411;;CEIDG;2018-01-03;2018-08-08;nie ma strony www;;NIE;;0;850
67107;ma³opolskie;NSW;1386;;CEIDG;2018-01-08;2018-01-24;nie ma strony www;;NIE;;0;850
67152;kujawsko-pomorskie;TOW;968;;CEIDG;2018-01-18;2018-04-23;e-commerce;40;NIE;43;0;850
67246;œl¹skie;KTW;526;;CEIDG;2018-01-15;2019-02-15;ma stronê www;70;NIE;43;0;850
74021;zachodniopomorskie;KSW;522;;CEIDG;2018-12-12;2019-01-07;e-commerce;60;NIE;43;0;850
79391;mazowieckie;GAW;1386;;CEIDG;2019-06-13;2019-07-11;nie ma strony www;;NIE;;0;850
65993;lubelskie;CHW;526;;CEIDG;2017-12-11;2018-06-14;ma stronê www;64;NIE;43;0;850
72977;lubuskie;ZGW;411;1 osoba;CEIDG;2018-10-11;2018-11-07;nie ma strony www;;NIE;;0;850
78499;mazowieckie;GAW;848;;CEIDG;2001-12-31;2020-07-16;nie ma strony www;;NIE;;0;850
62751;mazowieckie;RDW;1402;;CEIDG;2017-05-15;2018-09-13;ma stronê www;47;NIE;43;0;850
68493;podlaskie;BIW;1433;;CEIDG;2018-01-18;2018-02-23;ma stronê www;50;NIE;43;0;850
69130;lubuskie;GWW;411;;CEIDG;2015-01-08;2018-04-25;nie ma strony www;;NIE;;0;850
75281;kujawsko-pomorskie;TOW;652;;CEIDG;2018-06-04;2018-06-25;nie ma strony www;;NIE;;0;850
75360;pomorskie;GDW;522;;CEIDG;2018-07-26;2018-11-26;nie ma strony www;;NIE;;0;850
80271;podkarpackie;PRW;437;;CEIDG;2019-09-01;2020-10-12;ma stronê www;59;NIE;43;0;850
80984;dolnoœl¹skie;LGW;652;;CEIDG;2019-11-02;2020-01-15;ma stronê www;69;NIE;43;1;850
3597;ma³opolskie;KRW;848;6-10 osób;KRS;2001-01-01;2020-01-07;ma stronê www;36;NIE;42;0;840
7403;pomorskie;SLW;907;1 osoba;CEIDG;1999-01-26;2019-11-25;ma stronê www;58;NIE;17;0;840
7495;œl¹skie;DGW;755;6-10 osób;CEIDG;1992-12-01;2020-08-31;ma stronê www;56;NIE;42;0;840
21013;dolnoœl¹skie;JGW;437;2-5 osób;CEIDG;1997-04-11;2020-09-23;ma stronê www;65;NIE;42;0;840
25280;œl¹skie;CZW;437;1 osoba;CEIDG;2009-10-20;2019-10-21;nie ma strony www;;NIE;;0;840
32071;kujawsko-pomorskie;BDW;526;;CEIDG;2011-05-05;2020-06-09;e-commerce;36;NIE;42;0;840
20093;pomorskie;ELW;437;1 osoba;CEIDG;1997-12-01;2020-07-01;ma stronê www;46;NIE;17;0;840
20614;ma³opolskie;KRW;411;2-5 osób;CEIDG;2003-07-10;2020-05-20;nie ma strony www;;NIE;;0;840
26624;warmiñsko-mazurskie;OLW;652;1 osoba;CEIDG;2010-02-12;2020-02-10;ma stronê www;55;NIE;17;0;840
26730;ma³opolskie;KRW;522;6-10 osób;CEIDG;1997-04-01;2020-01-29;ma stronê www;60;NIE;42;0;840
26779;pomorskie;GDW;1433;6-10 osób;CEIDG;2009-02-12;2020-02-10;ma stronê www;69;NIE;42;0;840
26781;œwiêtokrzyskie;KIW;5;1 osoba;CEIDG;2006-02-17;2019-12-19;nie ma strony www;;NIE;;0;840
32863;zachodniopomorskie;KSW;1402;1 osoba;CEIDG;2006-01-20;2019-12-19;ma stronê www;62;NIE;17;0;840
32968;mazowieckie;SDW;1574;;CEIDG;2011-08-16;2020-01-15;nie ma strony www;;NIE;;0;840
37943;³ódzkie;SKW;848;21-50 osób;KRS;2013-07-03;2020-09-09;ma stronê www;38;NIE;42;0;840
45006;kujawsko-pomorskie;WLW;5;;CEIDG;2001-04-01;2019-12-16;ma stronê www;41;NIE;42;0;840
52420;kujawsko-pomorskie;TOW;522;;CEIDG;2016-05-01;2019-12-17;nie ma strony www;;NIE;;1;840
52861;kujawsko-pomorskie;WLW;5;;CEIDG;2016-07-01;2020-04-09;ma stronê www;43;NIE;42;1;840
57788;lubelskie;LBW;522;;CEIDG;2009-04-08;2020-01-20;ma stronê www;59;NIE;42;1;840
58161;lubuskie;GWW;10001;6-10 osób;CEIDG;2002-02-27;2020-06-24;ma stronê www;70;NIE;42;0;840
64396;ma³opolskie;NSW;10001;;CEIDG;2017-10-14;2020-09-09;ma stronê www;50;NIE;42;0;840
64688;dolnoœl¹skie;JGW;968;;CEIDG;2017-10-01;2020-01-14;nie ma strony www;;NIE;;0;840
69844;podlaskie;BIW;652;;CEIDG;2018-04-13;2019-05-30;ma stronê www;70;NIE;42;0;840
70114;lubelskie;CHW;437;;CEIDG;2018-05-01;2019-12-18;ma stronê www;41;NIE;42;0;840
76978;wielkopolskie;KNW;437;;CEIDG;2019-02-01;2020-06-05;ma stronê www;55;NIE;42;0;840
77291;wielkopolskie;POW;1386;;CEIDG;2010-10-21;2020-03-31;ma stronê www;61;NIE;42;0;840
38133;zachodniopomorskie;KSW;526;1 osoba;CEIDG;2000-03-15;2019-05-15;e-commerce;53;NIE;17;0;840
44225;wielkopolskie;PIW;755;;CEIDG;2009-06-01;2020-06-16;nie ma strony www;;NIE;;0;840
44717;ma³opolskie;TRW;526;;CEIDG;2014-09-15;2020-05-11;ma stronê www;50;NIE;42;0;840
44732;kujawsko-pomorskie;TOW;1387;;CEIDG;2009-12-01;2019-09-02;ma stronê www;41;NIE;42;0;840
44875;œwiêtokrzyskie;KIW;437;;CEIDG;2008-08-04;2020-01-08;nie ma strony www;;NIE;;0;840
44899;zachodniopomorskie;SZW;526;;CEIDG;2012-02-01;2020-06-05;ma stronê www;59;NIE;42;1;840
52135;œl¹skie;BBW;755;1 osoba;KRS;1999-12-01;2020-07-07;e-commerce;35;NIE;17;0;840
57307;ma³opolskie;KRW;5;;CEIDG;2013-01-16;2020-03-24;e-commerce;36;NIE;42;0;840
9695;mazowieckie;LNW;848;6-10 osób;CEIDG;1990-12-01;2018-10-08;e-commerce;51;NIE;42;0;840
16673;ma³opolskie;NSW;437;6-10 osób;CEIDG;2002-01-01;2020-01-13;ma stronê www;65;NIE;42;1;840
27519;pomorskie;ELW;10001;;CEIDG;2009-07-13;2020-02-14;ma stronê www;62;NIE;42;0;840
27893;kujawsko-pomorskie;TOW;1171;;CEIDG;2010-04-01;2019-04-09;ma stronê www;35;NIE;42;0;840
39284;warmiñsko-mazurskie;ELW;98;;CEIDG;2006-06-10;2020-03-03;nie ma strony www;;NIE;;0;840
39360;lubuskie;ZGW;1386;;CEIDG;2009-06-29;2020-04-03;nie ma strony www;;NIE;;1;840
65172;wielkopolskie;KLW;1574;1 osoba;KRS;1996-09-20;2020-07-22;nie ma strony www;;NIE;;0;840
65385;mazowieckie;RDW;848;;CEIDG;2017-11-16;2020-01-10;nie ma strony www;;NIE;;0;840
77458;opolskie;OPW;1386;;CEIDG;2019-01-02;2019-06-14;nie ma strony www;;NIE;;0;840
77980;lubuskie;GWW;1402;1 osoba;CEIDG;2019-03-20;2019-10-04;nie ma strony www;;NIE;;0;840
78141;mazowieckie;WAW;522;;KRS;2019-03-27;2020-01-30;ma stronê www;60;NIE;42;0;840
78171;mazowieckie;SDW;1402;;CEIDG;2019-04-01;2020-02-07;nie ma strony www;;NIE;;0;840
28343;mazowieckie;PAW;437;1 osoba;CEIDG;1998-05-04;2020-01-08;nie ma strony www;;NIE;;1;840
28410;³ódzkie;PTW;98;;CEIDG;1996-04-15;2020-01-03;nie ma strony www;;NIE;;0;840
28570;œwiêtokrzyskie;KIW;1574;1 osoba;CEIDG;2004-11-23;2019-09-25;nie ma strony www;;NIE;;0;840
39767;zachodniopomorskie;KSW;5;;CEIDG;2008-11-27;2020-07-24;ma stronê www;50;NIE;42;0;840
13901;lubuskie;ZGW;526;1 osoba;CEIDG;1989-12-01;2020-02-27;nie ma strony www;;NIE;;0;840
18032;pomorskie;GDW;1433;6-10 osób;CEIDG;1996-10-15;2019-09-24;ma stronê www;66;NIE;42;0;840
18573;warmiñsko-mazurskie;ELW;1171;1 osoba;CEIDG;2002-07-26;2020-04-14;nie ma strony www;;NIE;;0;840
18727;pomorskie;GDW;98;6-10 osób;CEIDG;2004-08-18;2019-04-02;nie ma strony www;;NIE;;0;840
22738;wielkopolskie;POW;411;1 osoba;CEIDG;2004-03-01;2020-02-06;nie ma strony www;;NIE;;0;840
30054;ma³opolskie;KRW;98;6-10 osób;CEIDG;2002-09-01;2020-01-14;nie ma strony www;;NIE;;0;840
30075;lubuskie;GWW;968;2-5 osób;CEIDG;2003-11-01;2019-10-02;nie ma strony www;;NIE;;0;840
60520;³ódzkie;LDW;98;;CEIDG;2017-04-01;2020-03-31;ma stronê www;47;NIE;42;0;840
61108;œl¹skie;GLW;411;;CEIDG;2015-12-02;2019-12-18;nie ma strony www;;NIE;;0;840
72317;ma³opolskie;NSW;652;;CEIDG;2018-09-07;2020-01-24;ma stronê www;58;NIE;42;0;840
72597;mazowieckie;RDW;526;2-5 osób;CEIDG;2018-10-03;2019-12-17;ma stronê www;48;NIE;42;0;840
83345;warmiñsko-mazurskie;OLW;411;;CEIDG;2020-09-11;2020-09-18;nie ma strony www;;NIE;;0;840
1024;wielkopolskie;PIW;848;101-250 osób;KRS;1995-01-01;2020-09-15;ma stronê www;49;NIE;840;0;840
1307;mazowieckie;PLW;968;11-20 osób;CEIDG;2000-11-20;2020-04-23;e-commerce;52;NIE;42;1;840
11462;warmiñsko-mazurskie;OLW;968;6-10 osób;CEIDG;1993-02-12;2020-02-04;ma stronê www;60;NIE;42;0;840
11493;podlaskie;SUW;5;2-5 osób;CEIDG;2005-02-09;2019-01-21;ma stronê www;43;NIE;42;0;840
11570;œl¹skie;CZW;755;1 osoba;CEIDG;1993-12-01;2020-08-05;ma stronê www;63;NIE;17;0;840
14875;mazowieckie;WAW;848;101-250 osób;KRS;1998-01-01;2020-05-04;ma stronê www;36;NIE;840;0;840
29074;lubuskie;GWW;10001;2-5 osób;CEIDG;2004-01-01;2020-06-18;ma stronê www;57;NIE;42;0;840
29626;ma³opolskie;KRW;1433;;CEIDG;2008-09-01;2020-09-22;ma stronê www;37;NIE;42;0;840
12160;mazowieckie;WAW;755;1 osoba;CEIDG;1996-03-22;2020-05-08;nie ma strony www;;NIE;;0;840
12583;³ódzkie;SRW;1171;1 osoba;CEIDG;2000-09-14;2020-07-06;ma stronê www;69;NIE;17;0;840
33697;kujawsko-pomorskie;BDW;1171;;CEIDG;2010-04-21;2020-01-02;ma stronê www;39;NIE;42;0;840
8580;œl¹skie;TYW;652;2-5 osób;CEIDG;2000-10-11;2020-06-19;ma stronê www;50;NIE;42;0;840
12625;³ódzkie;PTW;968;2-5 osób;CEIDG;2003-10-03;2020-09-22;e-commerce;47;NIE;42;0;840
12630;kujawsko-pomorskie;BDW;848;101-250 osób;KRS;2000-01-01;2019-09-13;ma stronê www;39;NIE;840;0;840
13499;ma³opolskie;KRW;755;2-5 osób;CEIDG;1986-08-26;2019-11-18;ma stronê www;56;NIE;42;1;840
24347;ma³opolskie;TRW;437;6-10 osób;CEIDG;2008-11-04;2020-07-14;nie ma strony www;;NIE;;0;840
24587;ma³opolskie;NSW;437;1 osoba;CEIDG;2009-08-05;2020-01-17;nie ma strony www;;NIE;;0;840
24864;opolskie;OPW;1171;1 osoba;CEIDG;2004-01-01;2019-11-05;nie ma strony www;;NIE;;1;840
50013;warmiñsko-mazurskie;MZW;1574;;CEIDG;2006-03-01;2020-10-21;nie ma strony www;;NIE;;0;840
50196;ma³opolskie;KRW;437;1 osoba;CEIDG;1999-06-01;2020-04-15;ma stronê www;52;NIE;17;0;840
70279;pomorskie;GDW;411;1 osoba;CEIDG;2018-05-07;2020-01-02;nie ma strony www;;NIE;;0;840
81981;dolnoœl¹skie;WRW;907;;CEIDG;2020-02-26;2020-02-28;ma stronê www;53;NIE;42;0;840
82554;lubuskie;GWW;652;;CEIDG;2020-05-15;2020-05-15;ma stronê www;66;NIE;42;0;840
82682;mazowieckie;SDW;526;;CEIDG;2020-06-02;2020-06-26;ma stronê www;40;NIE;42;0;840
82710;podkarpackie;RZW;411;;CEIDG;2020-06-05;2020-06-05;nie ma strony www;;NIE;;0;840
